"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Lafayette County, WI"	"55065"	672	83967	800.3	614.1
	"Langlade County, WI"	"55067"	1199	97072	1235.2	753.4
	"Lincoln County, WI"	"55069"	1700	140854	1206.9	778.4
	"Manitowoc County, WI"	"55071"	4315	400892	1076.3	726.5
	"Marathon County, WI"	"55073"	5978	676837	883.2	681.5
	"Marinette County, WI"	"55075"	2517	205448	1225.1	753.9
	"Marquette County, WI"	"55077"	898	75408	1190.9	752.9
	"Menominee County, WI"	"55078"	211	22273	947.3	1107.3
	"Milwaukee County, WI"	"55079"	40862	4776531	855.5	812.7
	"Monroe County, WI"	"55081"	2082	226826	917.9	757.9
	"Oconto County, WI"	"55083"	1763	187376	940.9	706.5
	"Oneida County, WI"	"55085"	2254	178022	1266.1	739.7
	"Outagamie County, WI"	"55087"	6620	908997	728.3	678.5
	"Ozaukee County, WI"	"55089"	3739	438127	853.4	611.4
	"Pepin County, WI"	"55091"	379	36746	1031.4	652.8
	"Pierce County, WI"	"55093"	1348	204405	659.5	654.8
	"Polk County, WI"	"55095"	2175	217417	1000.4	721.6
	"Portage County, WI"	"55097"	2655	352754	752.6	644.5
	"Price County, WI"	"55099"	923	68534	1346.8	764.3
	"Racine County, WI"	"55101"	8813	974367	904.5	762.2
	"Richland County, WI"	"55103"	907	88211	1028.2	650.9
	"Rock County, WI"	"55105"	7417	804932	921.4	774.6
	"Rusk County, WI"	"55107"	956	71361	1339.7	803.4
	"St. Croix County, WI"	"55109"	2864	433628	660.5	682.6
	"Sauk County, WI"	"55111"	3140	316586	991.8	731.5
	"Sawyer County, WI"	"55113"	1080	82189	1314.0	872.6
	"Shawano County, WI"	"55115"	2296	206921	1109.6	741.2
	"Sheboygan County, WI"	"55117"	5524	576345	958.5	727.7
	"Taylor County, WI"	"55119"	881	102606	858.6	563.3
	"Trempealeau County, WI"	"55121"	1409	147604	954.6	697.2
	"Vernon County, WI"	"55123"	1450	152210	952.6	658.0
	"Vilas County, WI"	"55125"	1461	106866	1367.1	747.9
	"Walworth County, WI"	"55127"	4571	515106	887.4	741.5
	"Washburn County, WI"	"55129"	1049	78425	1337.6	834.4
	"Washington County, WI"	"55131"	5379	667112	806.3	643.3
	"Waukesha County, WI"	"55133"	16450	1976886	832.1	624.2
	"Waupaca County, WI"	"55135"	3486	259868	1341.5	836.3
	"Waushara County, WI"	"55137"	1351	121192	1114.8	710.4
	"Winnebago County, WI"	"55139"	7213	847434	851.2	692.8
	"Wood County, WI"	"55141"	3846	368107	1044.8	692.9
	"Albany County, WY"	"56001"	948	189181	501.1	641.2
	"Big Horn County, WY"	"56003"	657	59654	1101.4	817.2
	"Campbell County, WY"	"56005"	1165	242365	480.7	777.7
	"Carbon County, WY"	"56007"	678	78481	863.9	834.9
	"Converse County, WY"	"56009"	627	71115	881.7	820.3
	"Crook County, WY"	"56011"	314	36421	862.1	663.4
	"Fremont County, WY"	"56013"	2127	203417	1045.6	912.4
	"Goshen County, WY"	"56015"	712	67731	1051.2	686.6
	"Hot Springs County, WY"	"56017"	355	23904	1485.1	902.2
	"Johnson County, WY"	"56019"	456	42862	1063.9	714.0
	"Laramie County, WY"	"56021"	3867	482297	801.8	719.8
	"Lincoln County, WY"	"56023"	618	92714	666.6	640.0
	"Natrona County, WY"	"56025"	3527	404356	872.3	809.5
	"Niobrara County, WY"	"56027"	143	12488	1145.1	793.7
	"Park County, WY"	"56029"	1355	145413	931.8	648.9
	"Platte County, WY"	"56031"	488	43699	1116.7	728.3
	"Sheridan County, WY"	"56033"	1548	149620	1034.6	764.3
	"Sublette County, WY"	"56035"	249	50161	496.4	568.5
	"Sweetwater County, WY"	"56037"	1411	224058	629.7	800.4
	"Teton County, WY"	"56039"	445	113117	393.4	439.9
	"Uinta County, WY"	"56041"	696	104466	666.2	766.8
	"Washakie County, WY"	"56043"	425	41754	1017.9	699.4
	"Weston County, WY"	"56045"	352	35873	981.2	704.2
